ano;tipo_ingresso;regime_juridico;genero;grupo_cargo;quantidade_ingressos
2012;Concurso;Estatutário;Masculino;Plano Especial De Cargos Do Mma/Ibama;14
2012;Concurso;Estatutário;Masculino;Plano Geral De Cargos Do Poder Executivo;114
2012;Concurso;Estatutário;Masculino;Plano Geral De Cargos Poder Executivo-Na;51
2012;Concurso;Estatutário;Masculino;Plano Geral De Cargos Poder Executivo-Ni;146
2012;Concurso;Estatutário;Masculino;Quadro De Pessoal Agencia Nac. De Aguas;13
2012;Concurso;Estatutário;Masculino;Receita Federal Brasil;3
2012;Concurso;Estatutário;Masculino;-;9
2012;Transposição;Estatutário;Masculino;Plano Geral De Cargos Do Poder Executivo;1
2012;Transposição;Estatutário;Masculino;Plano Geral De Cargos Poder Executivo-Na;1
2012;Processo Seletivo;Contrato Temporário;Masculino;Car.Mag.Ensino Basico Tec.Tecn.Mp/431/08;697
2012;Processo Seletivo;Contrato Temporário;Masculino;Contrato Temporario Lei 8745/93;1722
2012;Processo Seletivo;Contrato Temporário;Masculino;Mag.Superior E 1 E 2 Graus Lei 7596/87;3463
2013;Concurso;Estatutário;Feminino;Cargo Isolado Fazenda Dec Jucicial;1
2013;Concurso;Estatutário;Feminino;Cargo Isolado-I.E.Chagas/C.N.Primatas;1
2013;Concurso;Estatutário;Feminino;Cargos Das Agencias Reguladoras;170
2013;Concurso;Estatutário;Feminino;Carreira Advocacia Da Uniao;37
2013;Concurso;Estatutário;Feminino;Carreira Da Prev Da Saude E Do Trabalho;119
2013;Concurso;Estatutário;Feminino;Carreira De Desenv De Politicas Sociais;502
2013;Concurso;Estatutário;Feminino;Carreira De Desenv Tecn-I.E.Chagas/Cenp;1
2013;Concurso;Estatutário;Feminino;Carreira De Desenvolvimento Tecnologico;139
2013;Concurso;Estatutário;Feminino;Carreira De Financ E Execucao-Fnde;59
2013;Concurso;Estatutário;Feminino;Carreira De Gestao Pesq-I.E.Chagas/Cenp;21
2013;Concurso;Estatutário;Feminino;Carreira De Infra-Estrutura;16
2013;Concurso;Estatutário;Feminino;Carreira De Magisterio Superior;3206
2013;Concurso;Estatutário;Feminino;Carreira De Oficial De Chancelaria;3
2013;Concurso;Estatutário;Feminino;Carreira De Perito Federal Agrario-Incra;19
2013;Concurso;Estatutário;Feminino;Carreira De Perito Medico Federal;221
2013;Concurso;Estatutário;Feminino;Carreira De Pesq Em Propried Industrial;7
2013;Concurso;Estatutário;Feminino;Carreira De Pesquisa - I.E.Chagas/Cenp;5
2013;Concurso;Estatutário;Feminino;Carreira De Pesquisa E Desenvolvim-Inep;53
2013;Concurso;Estatutário;Feminino;Carreira De Plan Gest E Inf Est Prop Ind;34
2013;Concurso;Estatutário;Feminino;Carreira De Policial Rodoviario Federal;117
2013;Concurso;Estatutário;Feminino;Carreira De Prod E Ana Em Prop Industria;12
2013;Concurso;Estatutário;Feminino;Carreira De Refor E Desen Agrario-Incra;111
2013;Concurso;Estatutário;Feminino;Carreira De Sup Gestao-I.E.Chagas/Cenp;54
2013;Concurso;Estatutário;Feminino;Carreira De Sup Tec Em Prop Industrial;10
2013;Concurso;Estatutário;Feminino;Carreira De Sup Tec-I.E.Chagas/Cenp;95
2013;Concurso;Estatutário;Feminino;Carreira De Suporte Tecnico - Fnde;58
2013;Concurso;Estatutário;Feminino;Carreira De Suporte Tecnico Tec Militar;1
2013;Concurso;Estatutário;Feminino;Carreira De Suporte Tecnico-Inep;19
2013;Concurso;Estatutário;Feminino;Carreira Defensoria Publica;29
2013;Concurso;Estatutário;Feminino;Carreira Des Tec C&T Prod Inov Saude Pub;91
2013;Concurso;Estatutário;Feminino;Carreira Dnit;243
2013;Concurso;Estatutário;Feminino;Carreira Do Seguro Social;1288
2013;Concurso;Estatutário;Feminino;Carreira Fiscal Do Trabalho;3
2013;Concurso;Estatutário;Feminino;Carreira Gest C&T Prod Inov Saude Public;17
2013;Concurso;Estatutário;Feminino;Carreira Magist Ens Bas Tec Tecnol;1047
2013;Concurso;Estatutário;Feminino;Carreira Penitenciaria Federal;1
2013;Concurso;Estatutário;Feminino;Carreira Pesq C&T Prod Inov Saude Public;35
2013;Concurso;Estatutário;Feminino;Carreira Policial Federal;65
2013;Concurso;Estatutário;Feminino;Carreira Previc;19
2013;Concurso;Estatutário;Feminino;Carreira Procurador Da Fazenda Nacional;79
2013;Concurso;Estatutário;Feminino;Carreira Sup Ges C&T Pro Inov Saude Publ;1
2013;Concurso;Estatutário;Feminino;Carreira Sup Plan Gest Inf Est Prop Ind;15
2013;Concurso;Estatutário;Feminino;Carreira Sup Tec C&T Pro Inov Saude Publ;24
2013;Concurso;Estatutário;Feminino;Carreiras De Pesq.Em Cienc.E Tecnologia;12
2013;Concurso;Estatutário;Feminino;Diplomacia;7
2013;Concurso;Estatutário;Feminino;Especialista C&T Prod Inov Saude Publica;1
2013;Concurso;Estatutário;Feminino;Especialista Em Meio Ambiente;209
2013;Concurso;Estatutário;Feminino;Estrutura Remun Cargos Esp - Lei 12277;16
2013;Concurso;Estatutário;Feminino;Gestao;55
2013;Concurso;Estatutário;Feminino;Hfa / Carreira De Especialista / Ns;2
2013;Concurso;Estatutário;Feminino;Hfa / Carreira Medica;3
2013;Concurso;Estatutário;Feminino;Hfa / Carreira Suporte / Ni;6
2013;Concurso;Estatutário;Feminino;Mag.Superior E 1 E 2 Graus Lei 7596/87;3
2013;Concurso;Estatutário;Feminino;Pccdpu - Estrutura Remuneratoria Cargos;2
2013;Concurso;Estatutário;Feminino;Planej.Infra-Estrut.Cienc.E Tecnologia;278
2013;Concurso;Estatutário;Feminino;Plano Carreira Cargos Tec Aux Agropec;1
2013;Concurso;Estatutário;Feminino;Plano De Carreira Dos Cargos Tae-Ife;4876
2013;Concurso;Estatutário;Feminino;Plano De Carreiras -Ni- Susep-Cvm;2
2013;Concurso;Estatutário;Feminino;Plano De Carreiras Da Abin;12
2013;Concurso;Estatutário;Feminino;Plano De Carreiras E Cargos-Pccdpu - Ns;15
2013;Concurso;Estatutário;Feminino;Plano De Carreiras E Cargos-Pccdpu-Ni;7
2013;Concurso;Estatutário;Feminino;Plano Esp De Cargos Do Minist Da Fazenda;326
2013;Concurso;Estatutário;Feminino;Plano Especial De Cargos - Embratur;21
2013;Concurso;Estatutário;Feminino;Plano Especial De Cargos Da Cultura;105
2013;Concurso;Estatutário;Feminino;Plano Especial De Cargos Do Dpf;1
2013;Concurso;Estatutário;Feminino;Plano Especial De Cargos Do Dprf;32
2013;Concurso;Estatutário;Feminino;Plano Especial De Cargos Do Mma/Ibama;11
2013;Concurso;Estatutário;Feminino;Plano Geral De Cargos Do Poder Executivo;104
2013;Concurso;Estatutário;Feminino;Plano Geral De Cargos Poder Executivo-Na;2
2013;Concurso;Estatutário;Feminino;Plano Geral De Cargos Poder Executivo-Ni;44
2013;Concurso;Estatutário;Feminino;Quadro Suplementar Em Extincao;1
2013;Concurso;Estatutário;Feminino;Receita Federal Brasil;60
2013;Concurso;Estatutário;Feminino;Receita Federal Do Brasil;264
2013;Concurso;Estatutário;Feminino;-;4
2013;Transposição;Regime Militar;Feminino;Militar (Ex-Territorio);30
2013;Transposição;Regime Militar;Feminino;Militar (Ex-Territorios) Vpext;4
2013;Processo Seletivo;Contrato Temporário;Feminino;Car.Mag.Ensino Basico Tec.Tecn.Mp/431/08;761
2013;Processo Seletivo;Contrato Temporário;Feminino;Carreira De Magisterio Superior;1905
2013;Processo Seletivo;Contrato Temporário;Feminino;Carreira Magist Ens Bas Tec Tecnol;412
2013;Processo Seletivo;Contrato Temporário;Feminino;Contrato Lei 8745/93 - Dec 4748/2003;43
2013;Processo Seletivo;Contrato Temporário;Feminino;Contrato Temporario Lei 8745/93;1957
2013;Processo Seletivo;Contrato Temporário;Feminino;Mag.Superior E 1 E 2 Graus Lei 7596/87;2068
2013;Concurso;Estatutário;Masculino;Car.Mag.Ensino Basico Tec.Tecn.Mp/431/08;2
2013;Concurso;Estatutário;Masculino;Cargo Isolado - Pcc Mag Federal;1
2013;Concurso;Estatutário;Masculino;Cargo Isolado Fazenda Dec Jucicial;4
2013;Concurso;Estatutário;Masculino;Cargo Isolado-I.E.Chagas/C.N.Primatas;2
2013;Concurso;Estatutário;Masculino;Cargos Da Cvm/Susep;2
2013;Concurso;Estatutário;Masculino;Cargos Das Agencias Reguladoras;339
2013;Concurso;Estatutário;Masculino;Cargos De Nivel Intermediario- Cvm/Susep;1
2013;Concurso;Estatutário;Masculino;Carreira Advocacia Da Uniao;99
2013;Concurso;Estatutário;Masculino;Carreira Auditor Fiscal Federal Agrop;1
2013;Concurso;Estatutário;Masculino;Carreira Da Prev Da Saude E Do Trabalho;77
2013;Concurso;Estatutário;Masculino;Carreira De Desenv De Politicas Sociais;262
2013;Concurso;Estatutário;Masculino;Carreira De Desenv Tecn-I.E.Chagas/Cenp;1
2013;Concurso;Estatutário;Masculino;Carreira De Desenvolvimento Tecnologico;243
2013;Concurso;Estatutário;Masculino;Carreira De Financ E Execucao-Fnde;50
2013;Concurso;Estatutário;Masculino;Carreira De Gestao Pesq-I.E.Chagas/Cenp;21
2013;Concurso;Estatutário;Masculino;Carreira De Infra-Estrutura;50
2013;Concurso;Estatutário;Masculino;Carreira De Magisterio Superior;3753
2013;Concurso;Estatutário;Masculino;Carreira De Oficial De Chancelaria;4
2013;Concurso;Estatutário;Masculino;Carreira De Perito Federal Agrario-Incra;56
2013;Concurso;Estatutário;Masculino;Carreira De Perito Medico Federal;204
2013;Concurso;Estatutário;Masculino;Carreira De Pesq Em Propried Industrial;21
2013;Concurso;Estatutário;Masculino;Carreira De Pesquisa - I.E.Chagas/Cenp;2
2013;Concurso;Estatutário;Masculino;Carreira De Pesquisa E Desenvolvim-Inep;49
2013;Concurso;Estatutário;Masculino;Carreira De Plan Gest E Inf Est Prop Ind;48
2013;Concurso;Estatutário;Masculino;Carreira De Policial Rodoviario Federal;576
2013;Concurso;Estatutário;Masculino;Carreira De Prod E Ana Em Prop Industria;6
2013;Concurso;Estatutário;Masculino;Carreira De Refor E Desen Agrario-Incra;170
2013;Concurso;Estatutário;Masculino;Carreira De Sup Gestao-I.E.Chagas/Cenp;45
2013;Concurso;Estatutário;Masculino;Carreira De Sup Tec Em Prop Industrial;26
2013;Concurso;Estatutário;Masculino;Carreira De Sup Tec-I.E.Chagas/Cenp;55
2013;Concurso;Estatutário;Masculino;Carreira De Sup Tecn Metrol E Qualidade;2
2013;Concurso;Estatutário;Masculino;Carreira De Suporte Tecnico - Fnde;42
2013;Concurso;Estatutário;Masculino;Carreira De Suporte Tecnico Tec Militar;2
2013;Concurso;Estatutário;Masculino;Carreira De Suporte Tecnico-Inep;27
2013;Concurso;Estatutário;Masculino;Carreira Defensoria Publica;57
2013;Concurso;Estatutário;Masculino;Carreira Des Tec C&T Prod Inov Saude Pub;54
2013;Concurso;Estatutário;Masculino;Carreira Dnit;690
2013;Concurso;Estatutário;Masculino;Carreira Do Seguro Social;1123
2013;Concurso;Estatutário;Masculino;Carreira Fiscal Do Trabalho;1
2013;Concurso;Estatutário;Masculino;Carreira Gest C&T Prod Inov Saude Public;11
2013;Concurso;Estatutário;Masculino;Carreira Magist Ens Bas Tec Tecnol;1503
2013;Concurso;Estatutário;Masculino;Carreira Penitenciaria Federal;1
2013;Concurso;Estatutário;Masculino;Carreira Pesq C&T Prod Inov Saude Public;23
2013;Concurso;Estatutário;Masculino;Carreira Policial Federal;461
2013;Concurso;Estatutário;Masculino;Carreira Previc;43
2013;Concurso;Estatutário;Masculino;Carreira Procurador Da Fazenda Nacional;131
2013;Concurso;Estatutário;Masculino;Carreira Sup Ges C&T Pro Inov Saude Publ;9
2013;Concurso;Estatutário;Masculino;Carreira Sup Plan Gest Inf Est Prop Ind;20
2013;Concurso;Estatutário;Masculino;Carreira Sup Tec C&T Pro Inov Saude Publ;15
2013;Concurso;Estatutário;Masculino;Carreiras De Pesq.Em Cienc.E Tecnologia;57
2013;Concurso;Estatutário;Masculino;Diplomacia;23
2013;Concurso;Estatutário;Masculino;Especialista Em Meio Ambiente;246
2013;Concurso;Estatutário;Masculino;Estrutura Remun Cargos Esp - Lei 12277;42
2013;Concurso;Estatutário;Masculino;Gestao;106
2013;Concurso;Estatutário;Masculino;Hfa / Carreira De Especialista / Ns;1
2013;Concurso;Estatutário;Masculino;Hfa / Carreira Medica;8
2013;Concurso;Estatutário;Masculino;Hfa / Carreira Suporte / Ni;1
2013;Concurso;Estatutário;Masculino;Mag.Superior E 1 E 2 Graus Lei 7596/87;4
2013;Concurso;Estatutário;Masculino;Pccdpu - Estrutura Remuneratoria Cargos;4
2013;Concurso;Estatutário;Masculino;Planej.Infra-Estrut.Cienc.E Tecnologia;356
2013;Concurso;Estatutário;Masculino;Plano De Carreira Dos Cargos Tae-Ife;4186
2013;Concurso;Estatutário;Masculino;Plano De Carreiras -Ni- Susep-Cvm;2
2013;Concurso;Estatutário;Masculino;Plano De Carreiras Da Abin;29
2013;Concurso;Estatutário;Masculino;Plano De Carreiras E Cargos-Pccdpu - Ns;17
2013;Concurso;Estatutário;Masculino;Plano De Carreiras E Cargos-Pccdpu-Ni;3
2013;Concurso;Estatutário;Masculino;Plano Esp De Cargos Do Minist Da Fazenda;271
2013;Concurso;Estatutário;Masculino;Plano Especial De Cargos - Embratur;13
2013;Concurso;Estatutário;Masculino;Plano Especial De Cargos - Suframa;1
2013;Concurso;Estatutário;Masculino;Plano Especial De Cargos Da Cultura;88
2013;Concurso;Estatutário;Masculino;Plano Especial De Cargos Do Dpf;1
2013;Concurso;Estatutário;Masculino;Plano Especial De Cargos Do Dprf;50
2013;Concurso;Estatutário;Masculino;Plano Especial De Cargos Do Mma/Ibama;5
2013;Concurso;Estatutário;Masculino;Plano Geral De Cargos Do Poder Executivo;60
2013;Concurso;Estatutário;Masculino;Plano Geral De Cargos Poder Executivo-Na;1
2013;Concurso;Estatutário;Masculino;Plano Geral De Cargos Poder Executivo-Ni;56
2013;Concurso;Estatutário;Masculino;Receita Federal Brasil;208
2013;Concurso;Estatutário;Masculino;Receita Federal Do Brasil;344
2013;Concurso;Estatutário;Masculino;-;8
2013;Transposição;Estatutário;Masculino;Plano Clas Cargo Ex-Terr Federal Pcc-Ext;2
2013;Transposição;Estatutário;Masculino;Policiais Civis Ex-Territorios Federais;2
2013;Transposição;Regime Militar;Masculino;Militar (Ex-Territorio);355
2013;Transposição;Regime Militar;Masculino;Militar (Ex-Territorios) Vpext;33
2013;Processo Seletivo;Contrato Temporário;Masculino;Car.Mag.Ensino Basico Tec.Tecn.Mp/431/08;790
2013;Processo Seletivo;Contrato Temporário;Masculino;Carreira De Magisterio Superior;1576
2013;Processo Seletivo;Contrato Temporário;Masculino;Carreira Magist Ens Bas Tec Tecnol;383
2013;Processo Seletivo;Contrato Temporário;Masculino;Contrato Lei 8745/93 - Dec 4748/2003;36
2013;Processo Seletivo;Contrato Temporário;Masculino;Contrato Temporario Lei 8745/93;1863
2013;Processo Seletivo;Contrato Temporário;Masculino;Mag.Superior E 1 E 2 Graus Lei 7596/87;1826
2014;Concurso;Estatutário;Feminino;Cargos Da Cvm/Susep;13
2014;Concurso;Estatutário;Feminino;Cargos Das Agencias Reguladoras;353
2014;Concurso;Estatutário;Feminino;Cargos De Inspecao Do Mapa;7
2014;Concurso;Estatutário;Feminino;Cargos De Nivel Intermediario- Cvm/Susep;1
2014;Concurso;Estatutário;Feminino;Carreira Advocacia Da Uniao;25
2014;Concurso;Estatutário;Feminino;Carreira Auditor Fiscal Federal Agrop;98
2014;Concurso;Estatutário;Feminino;Carreira Da Area Juridica;67
2014;Concurso;Estatutário;Feminino;Carreira Da Prev Da Saude E Do Trabalho;634
2014;Concurso;Estatutário;Feminino;Carreira De Desenv De Politicas Sociais;103
2014;Concurso;Estatutário;Feminino;Carreira De Desenv Tecn-I.E.Chagas/Cenp;1
2014;Concurso;Estatutário;Feminino;Carreira De Desenvolvimento Tecnologico;64
2014;Concurso;Estatutário;Feminino;Carreira De Financ E Execucao-Fnde;7
2014;Concurso;Estatutário;Feminino;Carreira De Gestao Pesq-I.E.Chagas/Cenp;2
2014;Concurso;Estatutário;Feminino;Carreira De Infra-Estrutura;14
2014;Concurso;Estatutário;Feminino;Carreira De Magisterio Superior;3027
2014;Concurso;Estatutário;Feminino;Carreira De Perito Federal Agrario-Incra;1
2014;Concurso;Estatutário;Feminino;Carreira De Perito Medico Federal;40
2014;Concurso;Estatutário;Feminino;Carreira De Pesq Inf Geog E Estatística;16
2014;Concurso;Estatutário;Feminino;Carreira De Pesquisa E Desenvolvim-Inep;25
2014;Concurso;Estatutário;Feminino;Carreira De Plan Gest E Inf Est Prop Ind;3
2014;Concurso;Estatutário;Feminino;Carreira De Policial Rodoviario Federal;54
2014;Concurso;Estatutário;Feminino;Carreira De Prod E Ana Em Prop Industria;14
2014;Concurso;Estatutário;Feminino;Carreira De Refor E Desen Agrario-Incra;26
2014;Concurso;Estatutário;Feminino;Carreira De Sup Gestao-I.E.Chagas/Cenp;1
2014;Concurso;Estatutário;Feminino;Carreira De Sup Tec-I.E.Chagas/Cenp;1
2014;Concurso;Estatutário;Feminino;Carreira De Suporte Tecnico-Inep;5
2014;Concurso;Estatutário;Feminino;Carreira Defensoria Publica;2
2014;Concurso;Estatutário;Feminino;Carreira Des Tec C&T Prod Inov Saude Pub;57
2014;Concurso;Estatutário;Feminino;Carreira Dnit;39
2014;Concurso;Estatutário;Feminino;Carreira Do Seguro Social;354
2014;Concurso;Estatutário;Feminino;Carreira Fiscal Do Trabalho;29
2014;Concurso;Estatutário;Feminino;Carreira Gest C&T Prod Inov Saude Public;1
2014;Concurso;Estatutário;Feminino;Carreira Gest Em Metrol E Qualidade;1
2014;Concurso;Estatutário;Feminino;Carreira Magist Ens Bas Tec Tecnol;2095
2014;Concurso;Estatutário;Feminino;Carreira Penitenciaria Federal;27
2014;Concurso;Estatutário;Feminino;Carreira Pesq C&T Prod Inov Saude Public;81
2014;Concurso;Estatutário;Feminino;Carreira Plan Gest Infr Inf Geog Estatis;38
2014;Concurso;Estatutário;Feminino;Carreira Policial Federal;87
2014;Concurso;Estatutário;Feminino;Carreira Procurador Da Fazenda Nacional;7
2014;Concurso;Estatutário;Feminino;Carreira Prod Anali Inf Geog Estatistica;23
2014;Concurso;Estatutário;Feminino;Carreira Sup Tec Ana Inf Geog Estatistic;69
2014;Concurso;Estatutário;Feminino;Carreira Sup Tec C&T Pro Inov Saude Publ;34
2014;Concurso;Estatutário;Feminino;Carreiras De Pesq.Em Cienc.E Tecnologia;7
2014;Concurso;Estatutário;Feminino;Defesa Aerea E Controle De Trafego Aereo;7
2014;Concurso;Estatutário;Feminino;Diplomacia;7
2014;Concurso;Estatutário;Feminino;Especialista C&T Prod Inov Saude Publica;4
2014;Concurso;Estatutário;Feminino;Especialista Em Meio Ambiente;269
2014;Concurso;Estatutário;Feminino;Estrutura Remun Cargos Esp - Lei 12277;72
2014;Concurso;Estatutário;Feminino;Gestao;79
2014;Concurso;Estatutário;Feminino;Pccdpu - Estrutura Remuneratoria Cargos;1
2014;Concurso;Estatutário;Feminino;Planej.Infra-Estrut.Cienc.E Tecnologia;117
2014;Concurso;Estatutário;Feminino;Plano Carreira Cargos Tec Aux Agropec;180
2014;Concurso;Estatutário;Feminino;Plano De Carreira Dos Cargos Tae-Ife;8504
2014;Concurso;Estatutário;Feminino;Plano De Carreiras -Ni- Susep-Cvm;8
2014;Concurso;Estatutário;Feminino;Plano De Carreiras Da Abin;1
2014;Concurso;Estatutário;Feminino;Plano De Carreiras E Cargos-Pccdpu - Ns;14
2014;Concurso;Estatutário;Feminino;Plano Esp De Cargos Do Minist Da Fazenda;264
2014;Concurso;Estatutário;Feminino;Plano Especial De Cargos - Embratur;4
2014;Concurso;Estatutário;Feminino;Plano Especial De Cargos - Suframa;65
2014;Concurso;Estatutário;Feminino;Plano Especial De Cargos Da Cultura;74
2014;Concurso;Estatutário;Feminino;Plano Especial De Cargos Do Dpf;237
2014;Concurso;Estatutário;Feminino;Plano Especial De Cargos Do Dprf;87
2014;Concurso;Estatutário;Feminino;Plano Geral De Cargos Do Poder Executivo;275
2014;Concurso;Estatutário;Feminino;Plano Geral De Cargos Poder Executivo-Ni;146
2014;Concurso;Estatutário;Feminino;Receita Federal Brasil;49
2014;Concurso;Estatutário;Feminino;Receita Federal Do Brasil;244
2014;Concurso;Estatutário;Feminino;-;6
2014;Transposição;Estatutário;Feminino;Cargos Outros Poderes-M Fazenda;1
2014;Transposição;Estatutário;Feminino;Carreira Magist Ens Bas Tec Tecnol;1
2014;Transposição;Estatutário;Feminino;Plano Clas Cargo Ex-Terr Federal Pcc-Ext;3
2014;Transposição;Estatutário;Feminino;Policiais Civis Ex-Territorios Federais;18
2014;Transposição;Regime Militar;Feminino;Militar (Ex-Territorio);49
2014;Transposição;Regime Militar;Feminino;Militar (Ex-Territorios) Vpext;3
2014;Processo Seletivo;Contrato Temporário;Feminino;Car.Mag.Ensino Basico Tec.Tecn.Mp/431/08;481
2014;Processo Seletivo;Contrato Temporário;Feminino;Carreira De Magisterio Superior;2310
2014;Processo Seletivo;Contrato Temporário;Feminino;Carreira Magist Ens Bas Tec Tecnol;576
2014;Processo Seletivo;Contrato Temporário;Feminino;Contrato Lei 8745/93 - Dec 4748/2003;26
2014;Processo Seletivo;Contrato Temporário;Feminino;Contrato Temporario Lei 8745/93;872
2014;Processo Seletivo;Contrato Temporário;Feminino;Mag.Superior E 1 E 2 Graus Lei 7596/87;1001
2014;Processo Seletivo;Programa Mais Médicos;Feminino;Programa Mais Medico;2
2014;Concurso;Estatutário;Masculino;Cargo Isolado Fazenda Dec Jucicial;1
2014;Concurso;Estatutário;Masculino;Cargos Da Cvm/Susep;31
2014;Concurso;Estatutário;Masculino;Cargos Das Agencias Reguladoras;424
2014;Concurso;Estatutário;Masculino;Cargos De Inspecao Do Mapa;2
2014;Concurso;Estatutário;Masculino;Cargos De Nivel Intermediario- Cvm/Susep;5
2014;Concurso;Estatutário;Masculino;Carreira Advocacia Da Uniao;52
2014;Concurso;Estatutário;Masculino;Carreira Auditor Fiscal Federal Agrop;143
2014;Concurso;Estatutário;Masculino;Carreira Da Area Juridica;116
2014;Concurso;Estatutário;Masculino;Carreira Da Prev Da Saude E Do Trabalho;456
2014;Concurso;Estatutário;Masculino;Carreira De Desenv De Politicas Sociais;55
2014;Concurso;Estatutário;Masculino;Carreira De Desenvolvimento Tecnologico;193
2014;Concurso;Estatutário;Masculino;Carreira De Financ E Execucao-Fnde;4
2014;Concurso;Estatutário;Masculino;Carreira De Gestao Pesq-I.E.Chagas/Cenp;1
2014;Concurso;Estatutário;Masculino;Carreira De Infra-Estrutura;37
2014;Concurso;Estatutário;Masculino;Carreira De Magisterio Superior;3292
2014;Concurso;Estatutário;Masculino;Carreira De Perito Medico Federal;34
2014;Concurso;Estatutário;Masculino;Carreira De Pesq Inf Geog E Estatística;8
2014;Concurso;Estatutário;Masculino;Carreira De Pesquisa E Desenvolvim-Inep;33
2014;Concurso;Estatutário;Masculino;Carreira De Plan Gest E Inf Est Prop Ind;5
2014;Concurso;Estatutário;Masculino;Carreira De Policial Rodoviario Federal;506
2014;Concurso;Estatutário;Masculino;Carreira De Prod E Ana Em Prop Industria;15
2014;Concurso;Estatutário;Masculino;Carreira De Refor E Desen Agrario-Incra;27
2014;Concurso;Estatutário;Masculino;Carreira De Sup Gestao-I.E.Chagas/Cenp;1
2014;Concurso;Estatutário;Masculino;Carreira De Sup Tec Em Prop Industrial;2
2014;Concurso;Estatutário;Masculino;Carreira De Sup Tec-I.E.Chagas/Cenp;1
2014;Concurso;Estatutário;Masculino;Carreira De Suporte Tecnico-Inep;8
2014;Concurso;Estatutário;Masculino;Carreira Defensoria Publica;7
2014;Concurso;Estatutário;Masculino;Carreira Des Tec C&T Prod Inov Saude Pub;40
2014;Concurso;Estatutário;Masculino;Carreira Dnit;39
2014;Concurso;Estatutário;Masculino;Carreira Do Seguro Social;418
2014;Concurso;Estatutário;Masculino;Carreira Fiscal Do Trabalho;68
2014;Concurso;Estatutário;Masculino;Carreira Gest C&T Prod Inov Saude Public;4
2014;Concurso;Estatutário;Masculino;Carreira Magist Ens Bas Tec Tecnol;3117
2014;Concurso;Estatutário;Masculino;Carreira Penitenciaria Federal;75
2014;Concurso;Estatutário;Masculino;Carreira Pesq C&T Prod Inov Saude Public;54
2014;Concurso;Estatutário;Masculino;Carreira Plan Gest Infr Inf Geog Estatis;56
2014;Concurso;Estatutário;Masculino;Carreira Policial Federal;498
2014;Concurso;Estatutário;Masculino;Carreira Procurador Da Fazenda Nacional;19
2014;Concurso;Estatutário;Masculino;Carreira Prod Anali Inf Geog Estatistica;69
2014;Concurso;Estatutário;Masculino;Carreira Seguridade Social E Do Trabalho;1
2014;Concurso;Estatutário;Masculino;Carreira Sup Tec Ana Inf Geog Estatistic;392
2014;Concurso;Estatutário;Masculino;Carreira Sup Tec C&T Pro Inov Saude Publ;34
2014;Concurso;Estatutário;Masculino;Carreiras De Pesq.Em Cienc.E Tecnologia;26
2014;Concurso;Estatutário;Masculino;Defesa Aerea E Controle De Trafego Aereo;71
2014;Concurso;Estatutário;Masculino;Diplomacia;12
2014;Concurso;Estatutário;Masculino;Especialista C&T Prod Inov Saude Publica;10
2014;Concurso;Estatutário;Masculino;Especialista Em Meio Ambiente;275
2014;Concurso;Estatutário;Masculino;Estrutura Remun Cargos Esp - Lei 12277;155
2014;Concurso;Estatutário;Masculino;Gestao;256
2014;Concurso;Estatutário;Masculino;Pccdpu - Estrutura Remuneratoria Cargos;4
2014;Concurso;Estatutário;Masculino;Planej.Infra-Estrut.Cienc.E Tecnologia;99
2014;Concurso;Estatutário;Masculino;Plano Carreira Cargos Tec Aux Agropec;189
2014;Concurso;Estatutário;Masculino;Plano De Cargos De Juiz Do Trib Maritimo;1
2014;Concurso;Estatutário;Masculino;Plano De Carreira Dos Cargos Tae-Ife;8326
2014;Concurso;Estatutário;Masculino;Plano De Carreiras -Ni- Susep-Cvm;5
2014;Concurso;Estatutário;Masculino;Plano De Carreiras Da Abin;2
2014;Concurso;Estatutário;Masculino;Plano De Carreiras E Cargos-Pccdpu - Ns;8
2014;Concurso;Estatutário;Masculino;Plano Esp De Cargos Do Minist Da Fazenda;250
2014;Concurso;Estatutário;Masculino;Plano Especial De Cargos - Embratur;3
2014;Concurso;Estatutário;Masculino;Plano Especial De Cargos - Suframa;158
2014;Concurso;Estatutário;Masculino;Plano Especial De Cargos Da Cultura;54
2014;Concurso;Estatutário;Masculino;Plano Especial De Cargos Do Dpf;300
2014;Concurso;Estatutário;Masculino;Plano Especial De Cargos Do Dprf;126
2014;Concurso;Estatutário;Masculino;Plano Geral De Cargos Do Poder Executivo;357
2014;Concurso;Estatutário;Masculino;Plano Geral De Cargos Poder Executivo-Na;2
2014;Concurso;Estatutário;Masculino;Plano Geral De Cargos Poder Executivo-Ni;136
2014;Concurso;Estatutário;Masculino;Receita Federal Brasil;139
2014;Concurso;Estatutário;Masculino;Receita Federal Do Brasil;313
2014;Concurso;Estatutário;Masculino;-;15
2014;Transposição;Estatutário;Masculino;Carreira Policial Federal;1
2014;Transposição;Estatutário;Masculino;Plano Clas Cargo Ex-Terr Federal Pcc-Ext;2
2014;Transposição;Estatutário;Masculino;Plano Geral De Cargos Poder Executivo-Ni;1
2014;Transposição;Estatutário;Masculino;Policiais Civis Ex-Territorios Federais;52
2014;Transposição;Regime Militar;Masculino;Militar (Ex-Territorio);527
2014;Transposição;Regime Militar;Masculino;Militar (Ex-Territorios) Vpext;63
2014;Processo Seletivo;Contrato Temporário;Masculino;Car.Mag.Ensino Basico Tec.Tecn.Mp/431/08;536
